tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0018867,movie,Escape from Hong Kong,Escape from Hong Kong,0,1942,\N,60,"Adventure,Mystery,War"
tt0024121,movie,Houkutuslintu,Houkutuslintu,0,1946,\N,84,Drama
tt0027269,movie,Alhambra,Alhambra,0,1940,\N,\N,\N
tt0027318,movie,August järjestää kaiken,August järjestää kaiken,0,1942,\N,95,Comedy
tt0028038,movie,Non mi sposo più,Non mi sposo più,0,1942,\N,82,Comedy
tt0028039,movie,Quando Donna Vuole,Non ti conosco più,0,1940,\N,65,Comedy
tt0028058,movie,Olympic Honeymoon,Olympic Honeymoon,0,1940,\N,63,Comedy
tt0029105,movie,Lady from Lisbon,The Lady from Lisbon,0,1942,\N,75,"Comedy,Thriller,War"
tt0029284,movie,My Favorite Wife,My Favorite Wife,0,1940,\N,88,"Comedy,Romance"
tt0029330,movie,Of One Blood,Of One Blood,0,1944,\N,64,Thriller
tt0029704,movie,The Last Enemy,L'ultima nemica,0,1940,\N,88,Drama
tt0029859,movie,Altes Herz geht auf die Reise,Altes Herz geht auf die Reise,0,1947,\N,87,Drama
tt0029876,movie,El fanfarrón: ¡Aquí llegó el valentón!,El fanfarrón: ¡Aquí llegó el valentón!,0,1940,\N,83,"Adventure,Drama,Western"
tt0030495,movie,Narcisse,Narcisse,0,1940,\N,95,Drama
tt0030827,movie,Szüts Mara házassága,Szüts Mara házassága,0,1941,\N,91,Romance
tt0031030,movie,Bulldog Sees It Through,Bulldog Sees It Through,0,1940,\N,77,Mystery
tt0031042,movie,Amores de juventud,Amores de juventud,0,1941,\N,109,Comedy
tt0031050,movie,Arditi civili,Arditi civili,0,1940,\N,90,Drama
tt0031061,movie,House of Mystery,At the Villa Rose,0,1940,\N,62,"Drama,Mystery"
tt0031077,movie,Band Waggon,Band Waggon,0,1940,\N,85,"Comedy,Musical"
tt0031084,movie,Beating Heart,Battement de coeur,0,1940,\N,97,"Comedy,Drama"
tt0031136,movie,The Miracle Song,La canción del milagro,0,1940,\N,85,"Drama,Family,Musical"
tt0031142,movie,Casanova heiratet,Casanova heiratet,0,1940,\N,\N,\N
tt0031146,movie,Centomila dollari,Centomila dollari,0,1940,\N,83,Comedy
tt0031174,movie,Confidential Lady,Confidential Lady,0,1940,\N,74,"Comedy,Drama,Romance"
tt0031191,movie,Outside the Three-Mile Limit,Outside the Three-Mile Limit,0,1940,\N,64,"Crime,Drama,Romance"
tt0031192,movie,Crook's Tour,Crook's Tour,0,1940,\N,80,"Comedy,Mystery"
tt0031217,movie,Dead Man's Shoes,Dead Man's Shoes,0,1940,\N,70,Drama
tt0031228,movie,Devil's Daughter,La fille du diable,0,1946,\N,98,Drama
tt0031248,movie,Dr. O'Dowd,Dr. O'Dowd,0,1940,\N,76,Drama
tt0031271,movie,In the Times of Don Porfirio,En tiempos de Don Porfirio,0,1940,\N,160,"Comedy,Drama,Musical"
tt0031272,movie,Mad Men of Europe,An Englishman's Home,0,1940,\N,73,"Drama,War"
tt0031274,movie,Eran tres hermanas,Eran tres hermanas,0,1940,\N,116,\N
tt0031292,movie,Familjen Björck,Familjen Björck,0,1940,\N,98,Comedy
tt0031294,movie,Fanfulla da Lodi,Fanfulla da Lodi,0,1940,\N,80,\N
tt0031341,movie,French Without Tears,French Without Tears,0,1940,\N,86,Comedy
tt0031348,movie,Frontier Vengeance,Frontier Vengeance,0,1940,\N,58,Western
tt0031354,movie,Full Speed Ahead,Full Speed Ahead,0,1940,\N,60,Drama
tt0031355,movie,Földindulás,Földindulás,0,1940,\N,92,\N
tt0031356,movie,Füszer és csemege,Füszer és csemege,0,1940,\N,85,Drama
tt0031359,movie,Gaslight,Gaslight,0,1940,\N,84,"Mystery,Thriller"
tt0031368,movie,The Girl Who Forgot,The Girl Who Forgot,0,1940,\N,\N,Comedy
tt0031372,movie,Giù il sipario,Giù il sipario,0,1940,\N,74,Comedy
tt0031378,movie,Golden Gloves,Golden Gloves,0,1940,\N,66,"Crime,Drama,Sport"
tt0031384,movie,The Good Old Days,The Good Old Days,0,1940,\N,79,Comedy
tt0031394,movie,The Green Hornet,The Green Hornet,0,1940,\N,258,"Adventure,Crime,Family"
tt0031425,movie,His Brother's Keeper,His Brother's Keeper,0,1940,\N,70,Drama
tt0031444,movie,Hoots Mon,Hoots Mon,0,1940,\N,77,Comedy
tt0031457,movie,El huésped del sevillano,El huésped del sevillano,0,1940,\N,99,Drama
tt0031466,movie,I Take This Woman,I Take This Woman,0,1940,\N,98,"Drama,Mystery,Romance"
tt0031504,movie,Jail Birds,Jail Birds,0,1940,\N,73,"Comedy,Crime"
tt0031518,movie,Julieta y Romeo,Julieta y Romeo,0,1940,\N,91,\N
tt0031522,movie,Just William,Just William,0,1940,\N,72,Comedy
tt0031524,movie,Das jüngste Gericht,Das jüngste Gericht,0,1940,\N,77,\N
tt0031541,movie,Concert on the Screen,Kontsert na ekrane,0,1940,\N,\N,Music
tt0031545,movie,Il ladro sono io,Il ladro sono io,0,1940,\N,75,Comedy
tt0031548,movie,Lady in Distress,A Window in London,0,1940,\N,59,"Crime,Drama,Thriller"
tt0031551,movie,Una lampada alla finestra,Una lampada alla finestra,0,1940,\N,84,\N
tt0031560,movie,La leggenda azzurra,La leggenda azzurra,0,1940,\N,65,\N
tt0031568,movie,Leyenda rota,Leyenda rota,0,1940,\N,80,Comedy
tt0031584,movie,La locura de Don Juan,La locura de Don Juan,0,1940,\N,\N,Comedy
tt0031591,movie,Los de abajo,Los de abajo,0,1940,\N,89,"Drama,War"
tt0031600,movie,Gambling Hell,"Macao, l'enfer du jeu",0,1942,\N,61,"Adventure,Drama"
tt0031609,movie,La malquerida,La malquerida,0,1940,\N,94,Drama
tt0031612,movie,The Man from Down Under,The Man from Down Under,0,1943,\N,103,"Action,Comedy,Drama"
tt0031617,movie,The Man from Dakota,The Man from Dakota,0,1940,\N,75,"Drama,History,War"
tt0031623,movie,Ein Mann auf Abwegen,Ein Mann auf Abwegen,0,1940,\N,88,"Adventure,Comedy"
tt0031624,movie,Manolenka,Manolenka,0,1940,\N,102,Drama
tt0031625,movie,Mare,Mare,0,1940,\N,94,\N
tt0031631,movie,Excuse,Martingala,0,1940,\N,88,\N
tt0031636,movie,"Maxwell Archer, Detective",Meet Maxwell Archer,0,1940,\N,73,"Adventure,Crime,Mystery"
tt0031644,movie,The Middle Watch,The Middle Watch,0,1940,\N,87,Comedy
tt0031660,movie,Miseria e nobiltà,Miseria e nobiltà,0,1940,\N,62,\N
tt0031672,movie,Motel the Operator,Motel the Operator,0,1940,\N,88,Drama
tt0031682,movie,Mrs. Pym of Scotland Yard,Mrs. Pym of Scotland Yard,0,1940,\N,65,"Crime,Mystery"
tt0031702,movie,The Mysterious Mr. Davis,The Mysterious Mr. Davis,0,1940,\N,58,Drama
tt0031739,movie,A nönek mindig sikerül,A nönek mindig sikerül,0,1940,\N,79,\N
tt0031741,movie,Harvest of Hate,Odio,0,1940,\N,75,"Drama,Romance"
tt0031789,movie,Two on a Vacation,Pazza di gioia,0,1940,\N,78,Comedy
tt0031791,movie,Il peccato di Rogelia Sanchez,Il peccato di Rogelia Sanchez,0,1940,\N,83,Drama
tt0031802,movie,Podnyataya tselina,Podnyataya tselina,0,1940,\N,118,Drama
tt0031818,movie,Pour le maillot jaune,Pour le maillot jaune,0,1940,\N,91,"Romance,Sport"
tt0031828,movie,The Tunnel,The Proud Valley,0,1940,\N,76,"Drama,Music"
tt0031853,movie,Return to Yesterday,Return to Yesterday,0,1940,\N,69,Drama
tt0031854,movie,El rey que rabió,El rey que rabió,0,1940,\N,\N,Comedy
tt0031856,movie,Ricchezza senza domani,Ricchezza senza domani,0,1940,\N,82,\N
