tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0041967,movie,Tokyo Joe,Tokyo Joe,0,1949,\N,88,"Crime,Drama,Film-Noir"
tt0041968,movie,Too Late for Tears,Too Late for Tears,0,1949,\N,99,"Crime,Film-Noir"
tt0041980,movie,Tragödie einer Leidenschaft,Tragödie einer Leidenschaft,0,1949,\N,90,"Crime,Drama,Romance"
tt0041983,movie,Trapped,Trapped,0,1949,\N,78,"Crime,Drama,Film-Noir"
tt0041986,movie,Treasure of Monte Cristo,Treasure of Monte Cristo,0,1949,\N,76,"Crime,Drama,Film-Noir"
tt0041988,movie,Tromba,Tromba,0,1949,\N,62,"Crime,Drama"
tt0041990,movie,Trouble Preferred,Trouble Preferred,0,1948,\N,63,"Action,Adventure,Crime"
tt0042004,movie,Under Capricorn,Under Capricorn,0,1949,\N,117,"Crime,Drama,Romance"
tt0042006,movie,The Undercover Man,The Undercover Man,0,1949,\N,85,"Crime,Drama,Film-Noir"
tt0042007,movie,Undertow,Undertow,0,1949,\N,71,"Crime,Drama,Film-Noir"
tt0042040,movie,Whisky Galore!,Whisky Galore!,0,1949,\N,82,"Comedy,Crime"
tt0042041,movie,White Heat,White Heat,0,1949,\N,114,"Action,Crime,Drama"
tt0042261,movie,The Blonde Bandit,The Blonde Bandit,0,1949,\N,60,"Action,Crime,Drama"
tt0042310,movie,"Captain Carey, U.S.A.","Captain Carey, U.S.A.",0,1949,\N,82,"Crime,Drama,Thriller"
tt0042369,movie,D.O.A.,D.O.A.,0,1949,\N,83,"Crime,Drama,Film-Noir"
tt0042515,movie,Good-Time Girl,Good-Time Girl,0,1948,\N,81,"Crime,Drama"
tt0042540,movie,Wicked City,Hans le marin,0,1949,\N,76,"Crime,Drama"
tt0042715,movie,"Mary Ryan, Detective","Mary Ryan, Detective",0,1949,\N,68,"Action,Crime,Drama"
tt0042724,movie,Meet Simon Cherry,Meet Simon Cherry,0,1949,\N,67,"Crime,Drama,Mystery"
tt0042873,movie,Radar Patrol vs. Spy King,Radar Patrol vs. Spy King,0,1949,\N,167,"Action,Adventure,Crime"
tt0042960,movie,Side Street,Side Street,0,1949,\N,83,"Crime,Drama,Film-Noir"
tt0043466,movie,The Devil's Sleep,The Devil's Sleep,0,1949,\N,77,"Crime,Drama"
tt0121570,movie,Morir en su ley,Morir en su ley,0,1949,\N,88,"Crime,Drama,Thriller"
tt0121574,movie,La muerte camina en la lluvia,La muerte camina en la lluvia,0,1948,\N,73,"Crime,Mystery,Thriller"
tt0122100,movie,Hatten er sat,Hatten er sat,0,1947,\N,80,"Comedy,Crime,Mystery"
tt0122152,movie,Lev livet let,Lev livet let,0,1944,\N,88,"Comedy,Crime,Musical"
tt0122268,movie,Den stjaalne minister,Den stjaalne minister,0,1949,\N,101,"Comedy,Crime"
tt0122575,movie,Kristinus Bergman,Kristinus Bergman,0,1948,\N,105,"Crime,Drama,Film-Noir"
tt0122619,movie,Murder Melody,Mordets melodi,0,1944,\N,100,"Crime,Drama,Mystery"
tt0123994,movie,En mand af betydning,En mand af betydning,0,1941,\N,94,"Comedy,Crime,Drama"
tt0124062,movie,Those Damned Kids,De pokkers unger,0,1947,\N,93,"Crime,Drama,Family"
tt0124292,movie,Ballade i Nyhavn,Ballade i Nyhavn,0,1942,\N,91,"Comedy,Crime,Drama"
tt0124300,movie,Letter from the Dead,Brevet fra afdøde,0,1946,\N,78,"Crime,Drama,War"
tt0124789,movie,Mens sagføreren sover,Mens sagføreren sover,0,1945,\N,80,"Comedy,Crime,Drama"
tt0124876,movie,Sikken en nat,Sikken en nat,0,1947,\N,82,"Comedy,Crime,Romance"
tt0125030,movie,Calling Paul Temple,Calling Paul Temple,0,1948,\N,92,"Crime,Mystery"
tt0125274,movie,Jeg mødte en morder,Jeg mødte en morder,0,1943,\N,99,"Crime,Drama"
tt0125499,movie,Et skud før midnat,Et skud før midnat,0,1942,\N,85,"Comedy,Crime,Drama"
tt0125672,movie,Possession,Besættelse,0,1944,\N,80,"Crime,Drama"
tt0125737,movie,Escort Girl,Escort Girl,0,1941,\N,68,"Crime,Drama,Film-Noir"
tt0126088,movie,Synnitön lankeemus,Synnitön lankeemus,0,1943,\N,84,"Comedy,Crime,Thriller"
tt0126110,movie,Valkoisen neilikan velho,Valkoisen neilikan velho,0,1945,\N,84,"Comedy,Crime,Thriller"
tt0126336,movie,Hitchhike to Hell,Hitchhike to Hell,0,1941,\N,56,"Crime,Drama"
tt0126496,movie,Natekspressen P903,Natekspressen P903,0,1942,\N,90,"Crime,Drama"
tt0127272,movie,The Green Finger,Send for Paul Temple,0,1946,\N,83,"Crime,Film-Noir"
tt0127681,movie,Madness Rules,Matto regiert,0,1947,\N,113,"Crime,Drama"
tt0129098,movie,En forbryder,En forbryder,0,1941,\N,83,"Crime,Drama,Family"
tt0129514,movie,Vagabonden,Vagabonden,0,1940,\N,82,"Crime,Drama,Family"
tt0130060,movie,Killer at Large,Killer at Large,0,1947,\N,61,"Crime,Drama,Romance"
tt0132489,movie,Die Sache mit Styx,Die Sache mit Styx,0,1942,\N,103,"Comedy,Crime,Romance"
tt0133041,movie,Kalle-Kustaa Korkin seikkailut,Kalle-Kustaa Korkin seikkailut,0,1949,\N,108,"Adventure,Crime,Drama"
tt0133156,movie,Pontevat pommaripojat,Pontevat pommaripojat,0,1948,\N,73,"Comedy,Crime"
tt0133905,movie,Golden Light,Kultainen kynttilänjalka,0,1946,\N,110,"Crime,Drama"
tt0134809,movie,The Man with the Magnetic Eyes,The Man with the Magnetic Eyes,0,1945,\N,52,"Crime,Thriller"
tt0135358,movie,Deadlock,Deadlock,0,1943,\N,59,Crime
tt0135739,movie,Die drei Codonas,Die drei Codonas,0,1940,\N,109,"Crime,Drama"
tt0135844,movie,Coqueta,Coqueta,0,1949,\N,87,"Crime,Drama,Music"
tt0136798,movie,L'ennemi sans visage,L'ennemi sans visage,0,1946,\N,105,"Crime,Sci-Fi"
tt0137599,movie,Freitag der 13.,Freitag der 13.,0,1949,\N,85,"Comedy,Crime,Mystery"
tt0137940,movie,Matkalla seikkailuun,Matkalla seikkailuun,0,1945,\N,95,"Comedy,Crime"
tt0138014,movie,Pecadora,Pecadora,0,1947,\N,84,"Crime,Drama"
tt0138057,movie,Revancha,Revancha,0,1948,\N,86,"Crime,Drama"
tt0138187,movie,Was wird hier gespielt?,Was wird hier gespielt?,0,1940,\N,90,"Comedy,Crime"
tt0139720,movie,Viimeinen vieras,Viimeinen vieras,0,1941,\N,95,"Crime,Thriller"
tt0139860,movie,Arsenio Lupin,Arsenio Lupin,0,1947,\N,77,"Crime,Drama,Mystery"
tt0140405,movie,St. Val's Mystery,Le mystère Saint-Val,0,1945,\N,102,"Crime,Drama,Thriller"
tt0140433,movie,Opio,Opio,0,1949,\N,\N,"Crime,Drama"
tt0140516,movie,Rocambole,Rocambole,0,1946,\N,69,"Crime,Drama,Mystery"
tt0140535,movie,Scandale aux Champs-Élysées,Scandale aux Champs-Élysées,0,1949,\N,95,"Crime,Drama"
tt0140813,movie,Apradhi,Apradhi,0,1949,\N,\N,"Crime,Drama,Thriller"
tt0143110,movie,Hardly a Criminal,Apenas un delincuente,0,1949,\N,88,"Crime,Drama"
tt0143235,movie,Between Eleven and Midnight,Entre onze heures et minuit,0,1949,\N,92,"Crime,Drama,Mystery"
tt0143246,movie,Fantômas,Fantômas,0,1947,\N,95,"Crime,Horror"
tt0149721,movie,The Murderer Is Not Guilty,L'assassin n'est pas coupable,0,1946,\N,82,"Crime,Drama"
tt0150037,movie,Capek's Tales,Capkovy povidky,0,1947,\N,106,"Crime,Drama"
tt0150079,movie,Majestic Hotel Cellars,Les caves du Majestic,0,1945,\N,100,"Crime,Drama"
tt0150367,movie,Le dolmen tragique,Le dolmen tragique,0,1948,\N,\N,"Crime,Mystery"
tt0150580,movie,The Flamingo Affair,The Flamingo Affair,0,1948,\N,58,"Crime,Drama"
tt0151066,movie,Inspector Sergil,Inspecteur Sergil,0,1947,\N,95,"Crime,Drama,Mystery"
tt0154232,movie,The Benefactor,Le bienfaiteur,0,1942,\N,88,"Crime,Drama"
tt0154395,movie,Under the Cards,Le dessous des cartes,0,1948,\N,\N,"Crime,Drama"
tt0154609,movie,The London Man,L'Homme de Londres,0,1943,\N,98,"Crime,Drama,Thriller"
tt0154859,movie,Midnight,Medianoche,0,1949,\N,93,"Crime,Drama"
tt0155108,movie,The Revenge of Roger,La revanche de Roger la Honte,0,1946,\N,90,"Crime,Drama"
tt0156303,movie,L'attore scomparso,L'attore scomparso,0,1941,\N,78,"Crime,Mystery"
tt0158321,movie,Valse brillante,Valse brillante,0,1949,\N,95,"Crime,Music"
tt0158468,movie,Anuschka,Anuschka,0,1942,\N,101,"Crime,Drama"
tt0160664,movie,Picpus,Picpus,0,1943,\N,95,"Crime,Drama,Mystery"
tt0160791,movie,Rouletabille contre la dame de pique,Rouletabille contre la dame de pique,0,1948,\N,88,"Crime,Mystery"
tt0161609,movie,The Unknown Policeman,El gendarme desconocido,0,1941,\N,108,"Comedy,Crime,Drama"
tt0165739,movie,The Dummy Talks,The Dummy Talks,0,1943,\N,85,"Crime,Drama"
tt0165938,movie,Secrets of a Co-Ed,Secrets of a Co-Ed,0,1942,\N,67,"Crime,Drama"
tt0166752,movie,Paklíc,Paklíc,0,1944,\N,96,"Comedy,Crime,Mystery"
tt0168010,movie,Jelmezbál,Jelmezbál,0,1942,\N,91,Crime
tt0168443,movie,Guard 13,13. revír,0,1946,\N,102,"Crime,Drama"
tt0169309,movie,Tezký zivot dobrodruha,Tezký zivot dobrodruha,0,1941,\N,89,"Comedy,Crime,Mystery"
tt0169970,movie,Grey contre X,Grey contre X,0,1940,\N,85,Crime
tt0171119,movie,Black Memory,Black Memory,0,1947,\N,73,"Crime,Drama"
tt0171182,movie,Cinq tulipes rouges,Cinq tulipes rouges,0,1949,\N,\N,Crime
tt0171458,movie,Krízová trojka,Krízová trojka,0,1948,\N,86,Crime
tt0172153,movie,Az se vrátís,Az se vrátís,0,1948,\N,87,"Crime,Drama"
tt0172306,movie,Death in High Heels,Death in High Heels,0,1947,\N,48,"Crime,Mystery"
tt0173742,movie,Confessions of a Vice Baron,Confessions of a Vice Baron,0,1943,\N,59,"Action,Adventure,Crime"
tt0173942,movie,Jeep-Herders,Jeep-Herders,0,1945,\N,58,"Action,Crime,Romance"
tt0175514,movie,The Case of Charles Peace,The Case of Charles Peace,0,1949,\N,88,"Crime,Drama"
tt0175601,movie,Eyes That Kill,Eyes That Kill,0,1947,\N,55,Crime
tt0175693,movie,A Gunman Has Escaped,A Gunman Has Escaped,0,1948,\N,58,"Crime,Drama"
tt0175702,movie,The Hangman Waits,The Hangman Waits,0,1947,\N,63,"Crime,Drama"
tt0175839,movie,Late at Night,Late at Night,0,1946,\N,69,Crime
tt0175905,movie,Melody Club,Melody Club,0,1949,\N,67,"Comedy,Crime,Musical"
tt0175933,movie,Mysterious Mr. Nicholson,Mysterious Mr. Nicholson,0,1947,\N,78,"Crime,Drama,Mystery"
tt0176186,movie,The Story of Shirley Yorke,The Story of Shirley Yorke,0,1948,\N,92,"Crime,Drama"
tt0176643,movie,Dark Secret,Dark Secret,0,1949,\N,85,Crime
tt0176808,movie,Held in Trust,Held in Trust,0,1949,\N,57,Crime
tt0176976,movie,A Matter of Murder,A Matter of Murder,0,1949,\N,59,"Crime,Drama"
tt0177287,movie,The Temptress,The Temptress,0,1949,\N,85,"Crime,Drama"
tt0178061,movie,This Was a Woman,This Was a Woman,0,1948,\N,102,"Crime,Drama"
tt0178645,movie,It Happened in Soho,It Happened in Soho,0,1948,\N,52,"Crime,Drama"
tt0178896,movie,Sky Liner,Sky Liner,0,1949,\N,61,"Action,Crime,Drama"
tt0178991,movie,The Woman from Tangier,The Woman from Tangier,0,1948,\N,66,"Action,Adventure,Crime"
tt0179249,movie,Jewels of Brandenburg,Jewels of Brandenburg,0,1947,\N,64,"Action,Crime,Mystery"
tt0183727,movie,Ryûsei,Ryûsei,0,1949,\N,\N,"Crime,Thriller"
tt0184960,movie,La trampa,La trampa,0,1949,\N,92,"Crime,Drama"
tt0188668,movie,L'homme de la nuit,L'homme de la nuit,0,1946,\N,88,"Crime,Drama"
tt0189349,movie,The American Gang Busters,The American Gang Busters,0,1940,\N,60,"Crime,Documentary"
tt0191100,movie,Drame au Vel'd'Hiv',Drame au Vel'd'Hiv',0,1949,\N,98,Crime
tt0191584,movie,Triple enquête,Triple enquête,0,1948,\N,82,Crime
tt0191757,movie,A media luz,A media luz,0,1947,\N,97,"Crime,Drama,Mystery"
tt0191905,movie,Hangman's Noose,Le collier de chanvre,0,1940,\N,90,"Crime,Drama,Mystery"
tt0192948,movie,"120, rue de la Gare","120, rue de la Gare",0,1946,\N,90,"Crime,Drama"
tt0193106,movie,Dominó Negro,Dominó Negro,0,1949,\N,\N,Crime
tt0193731,movie,Les atouts de Monsieur Wens,Les atouts de Monsieur Wens,0,1947,\N,95,"Crime,Drama,Mystery"
tt0194183,movie,A Dead Man Among the Living,Mrtvý mezi zivými,0,1947,\N,90,"Crime,Drama"
tt0194212,movie,One Does Not Die That Way,On ne meurt pas comme ça,0,1946,\N,95,"Crime,Drama"
tt0194253,movie,Piège à hommes,Piège à hommes,0,1949,\N,\N,Crime
tt0194315,movie,Ronde de nuit,Ronde de nuit,0,1949,\N,92,Crime
tt0194565,movie,Xue ran hai tang hong,Xue ran hai tang hong,0,1949,\N,90,"Crime,Drama"
tt0194869,movie,La femme en rouge,La femme en rouge,0,1947,\N,90,"Crime,Drama"
tt0194888,movie,Finance noire,Finance noire,0,1943,\N,84,"Crime,Drama"
tt0195038,movie,Madame et le mort,Madame et le mort,0,1943,\N,103,"Crime,Drama,Mystery"
tt0195205,movie,Quartier chinois,Quartier chinois,0,1947,\N,\N,"Crime,Drama"
tt0195238,movie,Le secret du Florida,Le secret du Florida,0,1947,\N,\N,Crime
tt0195249,movie,Seul dans la nuit,Seul dans la nuit,0,1945,\N,100,Crime
tt0195612,movie,Coup de tête,Coup de tête,0,1944,\N,99,Crime
tt0195902,movie,Le mannequin assassiné,Le mannequin assassiné,0,1948,\N,82,"Comedy,Crime,Drama"
tt0196965,movie,Souls in Pawn,Souls in Pawn,0,1940,\N,62,"Crime,Drama"
tt0197526,movie,Les gosses mènent l'enquête,Les gosses mènent l'enquête,0,1947,\N,92,Crime
tt0197716,movie,The Mystery of the Yellow Room,Le mystère de la chambre jaune,0,1949,\N,90,"Crime,Drama,Mystery"
tt0198008,movie,Le village perdu,Le village perdu,0,1947,\N,95,"Crime,Drama,Mystery"
tt0199611,movie,Huit hommes dans un château,Huit hommes dans un château,0,1942,\N,93,"Crime,Drama"
tt0199785,movie,Le mort ne reçoit plus,Le mort ne reçoit plus,0,1944,\N,100,Crime
tt0201074,movie,La secta del trébol,La secta del trébol,0,1948,\N,78,"Crime,Drama,Mystery"
tt0202056,movie,La venenosa,La venenosa,0,1949,\N,113,"Crime,Drama,Thriller"
tt0205841,movie,Counter Investigation,Contre-enquête,0,1947,\N,95,"Crime,Drama"
tt0208869,movie,Comisario en turno,Comisario en turno,0,1949,\N,98,"Crime,Drama"
tt0216074,movie,Pelikán má alibi,Pelikán má alibi,0,1940,\N,78,"Comedy,Crime"
tt0217482,movie,La ferme aux loups,La ferme aux loups,0,1943,\N,89,"Crime,Drama"
tt0218144,movie,The Last Metro,Dernier métro,0,1945,\N,98,"Crime,Drama"
tt0219625,movie,Cuando escuches este vals,Cuando escuches este vals,0,1944,\N,\N,"Crime,Drama,Music"
tt0219940,movie,El museo del crimen,El museo del crimen,0,1945,\N,84,"Crime,Drama,Mystery"
tt0221418,movie,La mujer sin cabeza,La mujer sin cabeza,0,1944,\N,77,"Crime,Drama,Horror"
tt0228753,movie,Las puertas del presidio,Las puertas del presidio,0,1949,\N,91,"Crime,Drama"
tt0233609,movie,Los dos pilletes,Los dos pilletes,0,1942,\N,94,"Crime,Drama"
tt0233665,movie,Espionaje en el golfo,Espionaje en el golfo,0,1943,\N,95,"Adventure,Crime,Drama"
tt0235951,movie,"One, Two, Three: Corona",1-2-3 Corona,0,1948,\N,86,"Crime,Drama"
tt0238061,movie,The Cupid Club,Bal Cupidon,0,1949,\N,100,"Comedy,Crime"
tt0238292,movie,Impeccable Henri,L'impeccable Henri,0,1948,\N,\N,"Comedy,Crime"
tt0239024,movie,Halte... Police!,Halte... Police!,0,1948,\N,\N,Crime
tt0241642,movie,Kriminalkommissar Eyck,Kriminalkommissar Eyck,0,1940,\N,79,Crime
tt0242342,movie,Callejera,Callejera,0,1949,\N,100,"Crime,Drama,Music"
tt0242407,movie,"Dernière heure, édition spéciale","Dernière heure, édition spéciale",0,1949,\N,\N,"Comedy,Crime,Drama"
tt0243837,movie,Crimen en la alcoba,Crimen en la alcoba,0,1946,\N,82,"Crime,Drama,Mystery"
tt0243958,movie,La herencia de la Llorona,La herencia de la Llorona,0,1947,\N,81,"Crime,Drama,Horror"
tt0244048,movie,Lágrimas de sangre,Lágrimas de sangre,0,1946,\N,\N,"Crime,Drama"
tt0244126,movie,El pecado de Laura,El pecado de Laura,0,1949,\N,83,"Crime,Drama"
tt0245969,movie,Inside Fighting Russia,Inside Fighting Russia,0,1942,\N,\N,"Crime,Documentary,War"
tt0248913,movie,Les invités de huit heures,Les invités de huit heures,0,1946,\N,88,Crime
tt0249559,movie,Gángsters contra charros,Gángsters contra charros,0,1948,\N,79,"Action,Crime,Drama"
tt0249912,movie,El reino de los gángsters,El reino de los gángsters,0,1948,\N,122,"Crime,Drama,Thriller"
tt0250448,movie,Jeevacha Sakha,Jeevacha Sakha,0,1948,\N,\N,"Crime,Drama,Romance"
tt0251626,movie,Carta Brava,Carta Brava,0,1949,\N,\N,"Crime,Drama,Film-Noir"
tt0251674,movie,Dos almas en el mundo,Dos almas en el mundo,0,1949,\N,90,"Crime,Drama"
tt0251794,movie,Lazos de fuego,Lazos de fuego,0,1948,\N,90,"Crime,Drama,Music"
tt0255796,movie,Ángeles de arrabal,Ángeles de arrabal,0,1949,\N,103,"Crime,Drama"
tt0255940,movie,Dinero maldito,Dinero maldito,0,1949,\N,90,"Crime,Drama"
tt0256233,movie,No me quieras tanto...,No me quieras tanto...,0,1949,\N,85,"Crime,Drama"
tt0256312,movie,Rayito de luna,Rayito de luna,0,1949,\N,85,"Crime,Drama"
tt0256489,movie,Ventarrón,Ventarrón,0,1949,\N,85,"Crime,Drama"
tt0259427,movie,Matte ita otoko,Matte ita otoko,0,1942,\N,100,"Crime,Drama"
tt0266506,movie,The Suspect,El-muttahama,0,1942,\N,105,"Crime,Drama"
tt0268907,movie,Alexandersen den Store,Alexandersen den Store,0,1943,\N,\N,"Comedy,Crime"
tt0274965,movie,The Tiger Woman,The Tiger Woman,0,1945,\N,57,"Crime,Drama,Film-Noir"
tt0275582,movie,Panic at Madame Tussaud's,Panic at Madame Tussaud's,0,1948,\N,49,"Comedy,Crime"
tt0276344,movie,Murder with Music,Murder with Music,0,1941,\N,59,"Comedy,Crime,Drama"
tt0286109,movie,Silent Witness,Silent Witness,0,1943,\N,62,"Action,Crime,Drama"
tt0286836,movie,The Public Prosecutor,El-Naeb el-Am,0,1946,\N,110,"Crime,Drama"
tt0287050,movie,La Troisième Dalle,La Troisième Dalle,0,1946,\N,\N,Crime
tt0289958,movie,Første mand på holdet,Første mand på holdet,0,1945,\N,70,Crime
tt0293227,movie,Henning Brøndum,Henning Brøndum,0,1945,\N,\N,"Crime,Documentary"
tt0302711,movie,The Avalanche,Lavina,0,1946,\N,83,"Crime,Drama"
tt0304297,movie,The Jealous One,Kiskanç,0,1942,\N,\N,"Crime,Drama"
tt0305488,movie,The Passenger of Domaniç,Unutulan Sir: Domaniç Yolcusu,0,1948,\N,\N,"Crime,Drama,Mystery"
tt0311237,movie,Gun Cargo,Gun Cargo,0,1949,\N,49,"Action,Crime,Drama"
tt0312074,movie,Scream,Çiglik,0,1949,\N,\N,"Crime,Mystery,Thriller"
tt0330279,movie,Fausse identité,Fausse identité,0,1947,\N,93,Crime
tt0330491,movie,Jim the Penman,Jim the Penman,0,1947,\N,45,Crime
tt0354491,movie,Darogaji,Darogaji,0,1949,\N,123,"Crime,Drama,Romance"
tt0372018,movie,A Volta de José do Telhado,A Volta de José do Telhado,0,1949,\N,123,"Crime,Drama"
tt0424913,movie,Crimen entre bastidores,Crimen entre bastidores,0,1948,\N,\N,"Crime,Drama,Thriller"
tt0442397,movie,Parola,Parola,0,1949,\N,95,"Crime,Drama,Romance"
tt0446422,movie,L'ombre,L'ombre,0,1948,\N,100,Crime
tt0796832,movie,Rinchi,Rinchi,0,1949,\N,98,"Crime,Drama"
